simulation_number,shower_length,total_water,water_type,heat_type,total_heat,total_CO2eq
750,7.245232769266328,82.3437006000849,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",11.857492886412224,0.47817516422258377
751,9.55091300652,108.54827527452628,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",15.630951639531782,1.66339600145151
752,6.018486705240151,68.401455564563,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",9.849809601297071,0.0035260061593296657
753,13.287127856389567,151.01119769163512,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",21.745612467595457,0.7259156240128027
754,12.912229558199826,146.75039418059163,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",21.132056762005192,2.248806056789688
755,6.431772545159056,73.09854212455534,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",10.526190065935968,0.789269034053208
756,5.017609811540236,57.026264470362385,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",8.211782083732183,0.2741270646873048
757,9.598039846577224,109.08388241531564,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",15.708079067805452,1.195381241988466
758,11.509179925900709,130.80441942334488,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",18.83583639696166,1.432169067587839
759,10.747121446042046,122.14345333659321,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",17.58865728046942,1.8620392062810087
760,12.026884278441063,136.68824587344534,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",19.683107405776127,2.07260150395951
761,6.094407034534602,69.26430718906853,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",9.974060235225869,0.7535290086478488
762,12.700028149963677,144.33867743067094,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",20.784769550016613,2.3715686810365386
763,6.382097362977304,72.53397250214374,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",10.444892040308698,0.766143520119698
764,6.191416081862618,70.36683683898708,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",10.13282450481414,1.1561681830644872
765,10.382628874746352,118.00091325298912,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",16.992131508430433,1.2919843125566879
766,12.275895448602938,139.51831384984834,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",20.09063719437816,2.1366655212108534
767,7.460873210828623,84.79450273753974,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",12.210408394205722,0.9284094869085374
768,13.006424676793548,147.82094289731097,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",21.286215777212778,1.608149609505954
769,14.116846476491897,160.44113649578762,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",23.103523655393417,2.4458755528401044
770,9.612847062283134,109.25216975343683,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",15.732312444494903,1.6731519883538033
771,9.689874332577737,110.12760201147083,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",15.858374689651798,1.6865588728715595
772,12.403653141448887,140.97030877452343,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",20.299724463531373,1.5336213026673067
773,11.063912653275914,125.74385668482775,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",18.107115362615193,1.376761295811908
774,9.299218961277337,105.68771581918323,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",15.219031077962383,1.157167915943016
775,8.042919997253515,91.40959542578558,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.162981741313123,1.5019129835254321
776,10.305217953995356,117.12112072119687,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",16.86544138385235,1.7947664612859846
777,9.229147827167331,104.89134161401783,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",15.104353192418566,1.7234259389912503
778,7.492262346752781,85.15124732987339,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",12.261779615501766,1.291146887957904
779,14.21546497779706,161.5619579522836,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",23.264921945128837,1.7689313533766748
780,5.272484556369591,59.92297329216559,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",8.628908154071844,0.024952258228183484
781,18.59992543830213,211.39233758952733,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",30.440496612891934,0.9385229337875377
782,10.850399762114941,123.31723463638279,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",17.75768178763912,0.716111111038243
783,13.621539546474043,154.81186179207546,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",22.292908098058867,0.7441855370676479
784,12.250114074171124,139.22530272862153,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",20.048443592921497,0.007176883458164069
785,11.249514680055752,127.85326547963663,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",18.410870229067672,2.6588667786098266
786,6.977470972135042,79.30052752928349,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",11.419275964216821,1.2089120399386508
787,9.929433889192353,112.85025027329617,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.250436039354646,1.236654484085926
788,7.478113656730783,84.99044428431812,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",12.238623976941808,0.9305548381404639
789,7.902007573499333,89.80809402452395,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",12.932365539531448,0.5215213768113028
790,7.878726598561318,89.54350050613407,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",12.894264072883304,0.5199848652362064
791,9.177806472925845,104.30783557125864,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",15.020328322261243,1.134768874792384
792,11.000465300309427,125.02276324270922,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",18.003277906950125,2.6000029839596555
793,9.58350881128233,108.91873392970624,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.684297685877697,0.523575813687138
794,9.477263117068498,107.71122770968482,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.510416790194613,0.517771292932352
795,7.421647171642364,84.3486899763291,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.146211356591389,0.9243239198263788
796,11.840825992270673,134.57365158800448,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",19.378605828672644,2.0609400549449366
797,7.237898253650161,82.26034217984116,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",11.845489273897126,0.507704345206514
798,8.60238848131747,97.76808062758136,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",14.078603610371713,1.070456346119955
799,18.394733494045393,209.06028497486207,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",30.104681036380136,1.0049594304504197
800,8.334943000138452,94.72850255874854,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",13.64090436845979,1.4441067523332922
801,7.944321408491644,90.28900027982445,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",13.001616040294719,0.40085794214502646
802,11.597334018000206,131.8063105147264,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",18.9801087141206,1.998576802698202
803,10.638715011201949,120.91138981318768,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",17.411240133099025,1.9866446774066397
804,7.526735031220432,85.54303714520223,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",12.318197348909122,0.9306259254250283
805,7.293672403302238,82.89422793982068,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",11.936768823334177,0.3746031789020721
806,8.269133410626585,93.98056176678854,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",13.533200894417549,1.0147390775463057
807,12.588527811071174,143.0714509915814,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",20.60228894278772,2.1810800642069594
808,7.085802249006513,80.53173686546505,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",11.596570108626967,0.38711861711674306
809,8.522280583626703,96.85763634604879,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",13.947499633831026,1.0614015477611105
810,9.54429888804492,108.47310432988034,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",15.620127023502768,2.25583235902045
811,12.07945457915576,137.28571916938552,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",19.769143560391512,0.007076900445815078
812,6.924289344577863,78.69610636622994,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",11.33223931673711,0.8616385422922651
813,15.342535085455376,174.3713633165946,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",25.10947631758962,2.670425620869153
814,8.685045958335374,98.70750145182215,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",14.213880209062388,1.042602659357781
815,6.769632373286285,76.93839508968263,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",11.079128892914298,0.812665442315701
816,7.890661382316536,89.67914200883847,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",12.913796449272738,1.367130810899316
817,12.682749735161186,144.1423043587973,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",20.75649182766681,2.3683421568966168
818,11.730365887392946,133.3182476425455,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",19.19782766052655,0.6408650511292019
819,8.178581511410268,92.95141905801778,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",13.38500434435456,0.004791524879286353
820,12.993193322281499,147.67056557622675,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",21.26456144297665,3.0709920432316915
821,8.873248528359749,100.84646600572744,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",14.52189110482475,1.6569662728638694
822,7.125987108262904,80.98844683250726,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",11.662336343881044,0.8810763657397798
823,6.7234761969850085,76.41381976087895,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",11.003590045566568,1.1709669446559259
824,14.49944607858958,164.78946705853826,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",23.729683256429507,2.5121645087237994
825,9.741980231511382,110.71979727667896,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",15.943650807841768,1.1694831029692618
826,4.952758198281635,56.289211294065396,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",8.105646426345416,0.9248645821171092
827,9.272601692708356,105.38520457301134,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",15.175469458513632,2.191615664605836
828,13.808712787135693,156.93912778617428,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",22.599234401209095,2.4034581125350036
829,8.671761912584028,98.55652528294782,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",14.192139640744484,1.4944108853045475
830,10.996961904357175,124.98294635944778,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",17.99754427576048,1.3684301382254778
831,11.48346705787492,130.5121868928365,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",18.793754912568453,0.5897911267236982
832,6.311806850098067,71.73510500790582,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",10.329855121138436,0.0036978514566739285
833,14.49272459649523,164.7130759022025,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",23.718682929917158,2.5225129265221895
834,7.43637859319024,84.51611589679055,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.170320689137839,0.9261586345460134
835,5.933559396699189,67.43623759435054,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",9.710818213586478,0.30474774425040374
836,9.57015011890389,108.76690938511946,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.662434951457202,0.5228459882787653
837,9.570494312902394,108.77082122735611,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",15.662998256739279,1.174434380059283
838,10.368273655790007,117.83776295962599,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",16.968637866186143,1.2446669526372651
839,10.127539295290823,115.10176278732166,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",16.574653841374317,1.2157678212268712
840,8.541969644724492,97.08140695546392,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",13.979722601586804,1.4720436916623667
841,14.62901309807429,166.26202538756138,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",23.941731655808837,1.7561505181436483
842,4.702853243970189,53.4489852597011,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",7.696653877396957,0.5814735252608201
843,10.502063894009837,119.35831911979795,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",17.187597953250904,1.2985036526057894
844,9.225121977425859,104.84558692588982,"tap water production, underground water with disinfection","Heat, borehole heat pump {CH}",15.097764517328132,0.4569183614728835
845,9.737146416862837,110.66485988558993,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",15.93573982352495,1.2039271819194974
846,11.591124413457825,131.73573696194123,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",18.969946122519534,2.7396075747441566
847,13.768391730337273,156.48086990342244,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",22.53324526609283,1.7132988513148182
848,10.322794427411484,117.32088129627769,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",16.894206906663985,0.5639652029634677
849,12.641756617543903,143.67640835362542,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",20.689402802922057,2.190302452271837
850,10.247346837238553,116.46340245825454,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",16.770729953988653,1.2301502047450539
851,12.821602698093015,145.72039952443419,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",20.98373753151852,2.394271181168834
852,9.027641321189627,102.60117483461738,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",14.774569176184903,1.083729768887084
853,6.835107217111213,77.6825314215928,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",11.186284524709363,0.8205254175674601
854,12.606338356667235,143.27387184965337,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",20.631437546350085,0.8320005865809094
855,13.543998416615946,153.93058940448395,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",22.166004874245687,2.3340468601849773
856,11.411229055898438,129.69118574682332,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",18.675530747542556,0.6234296493867253
857,11.201398281870192,127.30641178806816,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",18.332123297481814,1.3849712523265891
858,5.887918752402187,66.91752140277015,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",9.636123081998901,0.7068194893598074
859,9.513626521276992,108.1245059802803,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",15.569928861160363,0.6278859588143524
860,10.7133889007739,121.76007536979806,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",17.53345085325092,0.707068587049236
861,15.424770851695996,175.30599130296665,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",25.244062747627193,1.9194138792387243
862,11.585697800601713,131.6740622858436,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",18.961064969161477,2.163481665348869
863,7.111811940541173,80.82734286193705,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",11.639137372118935,0.4693695773328164
864,14.385729102225774,163.49704803584393,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",23.543574917161525,0.7859355032170907
865,9.215834380327918,104.74003129516237,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",15.08256450650338,1.14679177982225
866,10.020387092361752,113.88395389178709,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",16.399289360417338,1.745160050254087
867,10.151742587786266,115.37683865227318,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",16.614264765927338,1.263253490687243
868,9.459311784705092,107.50720677832493,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",15.481037776078788,0.005541856823717776
869,7.695209979290877,87.45779283688616,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",12.593922168511606,0.004508335585536873
870,12.38416726688853,140.74884742582321,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",20.267834029318543,0.6765841803124694
871,12.415613475842113,141.10624066597768,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",20.319298655900784,1.523570553288831
872,8.816173256777933,100.197792702264,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",14.428482149126014,1.6463081920354838
873,14.100964943014176,160.2606392944683,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",23.07753205840343,1.6927605932801804
874,11.242375461768237,127.77212665747491,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",18.399186238676386,1.349599139736136
875,9.807207836128507,111.46112367936361,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",16.050401809828358,1.7069812080543123
876,6.013121888435048,68.34048321448923,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",9.841029582886447,0.7482554989753615
877,8.326834408073761,94.63634658550012,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",13.627633908312017,1.4427018629954358
878,16.960322996063415,192.75788692293483,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",27.757135716902614,2.110493547554804
879,11.082733913437108,125.95776454134327,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",18.137918093953427,0.6054829750638528
880,14.859940589650945,168.88656828801567,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",24.319665833474254,2.7749048496857553
881,5.2149296545132175,59.268848882714984,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",8.534714239110958,0.0030552321510114253
882,9.722139737116022,110.49430559376445,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",15.91118000550208,1.167101336388082
883,10.590221668522712,120.36025206263605,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",17.33187629701959,1.8348548538323484
884,7.723261479396392,87.77660444717286,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.63983104039289,0.9618882654185754
885,5.576492322427557,63.378089955161734,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",9.126444953543288,1.0413389943507905
886,12.19367709759044,138.5838837914623,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",19.956079265970573,1.5076592953264998
887,8.912386639608094,101.29127944613991,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",14.585944240244146,0.4497049885387811
888,11.921282553639076,135.48805851068266,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",19.5102804255383,2.0762217934934504
889,12.093935533961803,137.45029847897104,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",19.792842980971827,2.0841564944140014
890,4.924407960249187,55.96700446002307,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",8.059248642243322,0.2690351681713429
891,15.238675918945031,173.19098052089205,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",24.939501195008454,1.8962567639588612
892,8.560241714749122,97.2890731425096,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",14.00962653252138,1.5985162326478464
893,7.122062780323665,80.94384596250403,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",11.65591381860058,0.38909963863641395
894,8.21278156139403,93.34011032109447,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",13.440975886237602,1.429465350934046
895,10.408448073231028,118.29435425308712,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",17.034387012444544,1.2869287387174528
896,9.132516926214652,103.79310968273793,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",14.946207794314262,1.136423996770857
897,12.554314123258823,142.68260473151426,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",20.54629508133805,2.9672612285883613
898,12.011290444508377,136.51101844218772,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",19.65758665567503,0.6562128017780302
899,5.825010707875968,66.20255732241965,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",9.533168254428428,1.009237531140607
900,9.922101372070959,112.76691456639517,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",16.238435697560902,1.85282619740811
901,10.259120694940881,116.59721500015948,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",16.789998960022963,1.2766153118242025
902,13.750352061548432,156.27584500871177,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",22.503721681254493,2.3696079302786885
903,8.910865596187197,101.27399244542664,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",14.583454912141436,1.5519247418598683
904,5.5745357805321705,63.35585341629874,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",9.123242891947019,0.6942767076777705
905,7.040933563377937,80.02179415784202,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",11.52313835872925,0.876908206497023
906,10.354488428821552,117.68109075345343,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",16.946077068497292,0.5656967412657796
907,9.264053692586444,105.28805462832577,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",15.16147986647891,1.1368298020532592
908,7.7684457637270246,88.29013400505448,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.713779296727845,0.9325687222835218
909,7.6353718868875085,86.7777194531511,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",12.495991601253756,0.0044732786862347424
910,8.87536879942742,100.87056336347251,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",14.52536112434004,1.1053766756707815
911,9.122000191497197,103.67358462640873,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",14.928996186202856,1.5886961417634151
912,7.052574401016863,80.15409489679688,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",11.54218966513875,0.8654501610552999
913,11.363634938659688,129.15026789572855,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, borehole heat pump {CH}",18.59763857698491,1.290374734466134
914,10.502503479315545,119.36331510570402,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",17.188317375221377,0.5382829366411623
915,6.587587440492976,74.86941346837679,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",10.781195539446257,0.7908117259435092
916,12.476389251463546,141.7969710304648,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",20.41876382838693,1.531028596523688
917,8.884690454932109,100.97650607565578,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",14.54061687489443,1.0665691281682461
918,8.318007230452686,94.53602372572163,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.613187416503914,1.5532820245310628
919,12.11639925621964,137.70560373676886,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",19.829606938094717,2.108904612325906
920,10.184482017896968,115.74892964185308,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",16.66784586842684,0.6721614772803193
921,7.254347047234227,82.44728641990262,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",11.872409244465977,1.3546570177200583
922,6.862579523399143,77.99476036382403,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",11.23124549239066,1.1951933109507418
923,9.566019922933105,108.7199687786174,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",15.655675504120904,1.7863325170239563
924,8.139475250090344,92.50696759920804,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",13.321003334285956,1.012852762284355
925,5.633558917865927,64.02666465230278,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",9.2198397099316,0.6965484980710566
926,7.89063438200945,89.67883514427336,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",12.913752260775363,0.5207707621821251
927,10.40161627801338,118.21670936328462,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",17.023206148312983,1.2486695919746755
928,13.777433936433855,156.58363661020647,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",22.54804367186973,1.7144240372931117
929,9.318453338053182,105.90631883897548,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",15.250509912812468,1.7401026069607983
930,12.722868112239968,144.5982587409325,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",20.822149258694278,1.5730899070980122
931,14.782338533836134,168.0046034632178,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",24.19266289870336,2.547450891515413
