simulation_number,shower_length,total_water,water_type,heat_type,total_heat,total_CO2eq
255,11.535126854221518,131.09931210176975,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",18.878300942654842,2.1540381845006795
256,13.214571193584424,150.18657489360555,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",21.626866784679198,0.6787006741217557
257,6.604904278182518,75.06622322500691,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",10.809536144400994,0.43591438515151937
258,5.66052334838224,64.33312147211754,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",9.263969491984925,0.6998824533649144
259,8.054331174637165,91.53928602426568,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",13.181657187494256,0.9958593429933706
260,7.498798715731305,85.22553463399733,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",12.272476987295613,0.9271718036381984
261,8.538456571869153,97.0414800920216,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.973973133251109,1.594448134376254
262,12.787883316916714,145.33717117050477,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",20.928552648552685,1.581128563270712
263,7.7530303988102105,88.11493491431779,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",12.68855062766176,0.3973646834927534
264,10.217285004210241,116.12174296197534,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",16.72153098652445,1.2632928185905141
265,8.469458761053378,96.25730444759289,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",13.861051840453374,2.0017896925362444
266,8.773258961381602,99.71006207936823,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",14.358248939429023,0.04151982253654101
267,13.650246466092945,155.1381223926012,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",22.33988962453457,1.638653765876606
268,14.704646049664953,167.1216108998034,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",24.065511969571684,2.745905570076457
269,10.0125380046421,113.79474724380852,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",16.386443603108425,0.5131708236026441
270,9.944690717804505,113.02364756325971,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",16.275405249109397,1.2295885219732356
271,8.59423086546036,97.67536748790174,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",14.06525291825785,1.4890307976570856
272,9.761125916942468,110.93739229938247,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.974984491111075,0.5332795685906948
273,7.346600036942432,83.49576240485905,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",12.023389786299703,0.4848652612024112
274,16.17680281256354,183.85300374541748,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",26.474832539340117,1.9851214327457998
275,10.384636849234226,118.02373433483807,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",16.99541774421668,1.274341130293462
276,5.736993778270022,65.20222511363892,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",9.389120416364003,0.7040098986635521
277,9.07977423230539,103.19367709935302,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",14.859889502306835,1.1142161180974506
278,13.498334011440033,153.41160316516854,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",22.09127085578427,1.679693649731553
279,6.403799700540184,72.78062445157182,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",10.480409921026341,1.5135630971551806
280,8.785431392070288,99.84840449294205,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",14.378170246983654,1.6405675399143682
281,14.321687315592333,162.7691987213529,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",23.438764615874813,0.008390540705656858
282,9.701769230201176,110.26279019931317,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",15.877841788701096,1.2072601073079685
283,13.128823939683139,149.21203805988532,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",21.486533480623486,0.6728892705263829
284,9.416588851030355,107.02165102445147,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",15.411117747521011,1.6227674402587384
285,12.172549122018726,138.34375959529527,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",19.921501381722518,1.516021721126044
286,17.82537817554481,202.58943367515627,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",29.1728784492225,2.2181385125120223
287,12.42897226761193,141.25806634016982,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",20.341161552984452,2.1646415120715607
288,12.660117117901265,143.88507957129943,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",20.719451458267116,0.007417088899887099
289,17.393808634016015,197.68454873253467,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",28.46657501748499,4.11109467793083
290,13.578481287831073,154.32249499448992,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",22.222439279206547,0.7418331353274414
291,6.296315301086785,71.55904006779406,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",10.304501769762343,0.7841702394315587
292,9.309479149276783,105.80432516433923,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",15.235822823664849,1.1594426492922638
293,13.442012032129226,152.77149119785588,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",21.999094732491244,1.0138175894618078
294,9.404168251120657,106.88048811184278,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",15.390790288105359,1.1289302180671084
295,6.059147584649154,68.86357560774418,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",9.916354887515162,0.33102939532422143
296,11.204284895097592,127.33921879688553,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",18.336847506751514,0.6121236695506608
297,5.291990124092319,60.14465845808713,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",8.660830817964547,0.9882118283877902
298,8.133513766611161,92.43921399813334,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",13.3112468157312,0.4104042904667711
299,9.772229203160693,111.06358364549199,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",15.993156044950846,1.6931300162938758
300,13.716550471953614,155.891682337609,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",22.448402256615697,2.3637828783526444
301,13.187253137092066,149.87609903500717,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",21.58215826104103,2.29670442222574
302,9.567159462746774,108.73291990499621,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",15.657540466319453,1.6651998907585652
303,9.633348200305404,109.48516979981599,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",15.7658644511735,1.6601217327674032
304,5.662458719610396,64.35511740158407,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",9.267136905828105,0.7046199882989832
305,6.286301061973666,71.44522598706966,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",10.28811254213803,0.7822491253475377
306,16.528575754099208,187.8509823748822,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",27.050541461983034,3.086501237453846
307,6.807942806594845,77.3738017840819,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",11.141827456907794,0.37193832287210543
308,9.811265894957192,111.50724443101485,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.057043198066136,1.2219373328790066
309,8.670673118850914,98.54415089719238,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",14.190357729195702,1.072065531976109
310,8.932481383384884,101.51966073048047,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",14.618831145189187,0.00523320660465859
311,10.320530595269222,117.29515233461865,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",16.890501936185085,0.006046412699522195
312,8.623679718911912,98.01006033337065,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",14.113448688005372,0.0050522912642633165
313,17.55438239942239,199.50950570547536,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",28.72936882158845,2.1073286037658603
314,8.83205464694154,100.37828827478617,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",14.454473511569208,1.0990353396187085
315,10.136318406670966,115.20153936345704,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",16.589021668337814,1.2532818889575514
316,5.971607201315674,67.86865945457293,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",9.773086961458501,1.0393805703776757
317,7.802824264670245,88.68085340343688,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",12.77004289009491,0.9647623467701885
318,14.455458928408278,164.28954319961898,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",23.65769422074513,2.504543323960849
319,12.738091079805692,144.77127119248465,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",20.847063051717786,1.5864567535599898
320,10.442103461969033,118.67685531855702,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",17.089467165872207,1.8091919906041158
321,8.567716878196027,97.37403005699545,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, borehole heat pump {CH}",14.021860328207344,0.9728898764665165
322,15.042802096218539,170.96483045399535,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",24.61893558537533,2.8090519095837365
323,10.082739364377233,114.59260149250424,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",16.50133461492061,1.210389780933978
324,8.99664813025278,102.24893024615216,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",14.72384595544591,1.680009578567308
325,8.152414080205613,92.65402031470484,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",13.342178925317496,1.0153367796108612
326,9.213769624836708,104.71656488443477,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",15.079185343358606,1.1060736764835606
327,11.562578265449098,131.41130356693873,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",18.923227713639175,1.3880381182116708
328,10.243104538162433,116.41518777473713,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",16.763787039562146,1.774713567707715
329,7.190288357182173,81.71924499425577,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",11.76757127917283,1.2522673899820247
330,10.175934184112505,115.65178158763004,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",16.653856548618723,1.2581800910850391
331,8.127638776863403,92.37244341777738,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",13.301631852159941,0.570115436646473
332,9.969481220158265,113.30539720037322,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",16.315977196853744,0.6579717272694164
333,12.164167947350002,138.24850565942094,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",19.907784814956614,2.1075557528098927
334,10.104113638155782,114.83552492320906,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",16.536315588942102,1.257326681929221
335,12.171903054888832,138.33641689699894,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",19.920444033167847,0.8033284681842204
336,10.423230600849317,118.46236100553769,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",17.058579984797426,0.5694523321837622
337,9.515314415881273,108.14368928223425,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",15.57269125664173,2.2489817656994693
338,13.470509506435317,153.09537140527632,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",22.04573348235979,2.3213824641337286
339,7.9327262042096525,90.15721817423865,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.982639417090365,0.952289887254822
340,7.310932147674223,83.09038881805078,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",11.965015989799312,0.8776461674602805
341,11.931290841858358,135.60180495815968,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",19.526659913974992,2.076685800402351
342,9.345692510390041,106.21589816139766,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",15.295089335241261,1.6276546066293147
343,9.96164552159596,113.21634272318045,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",16.303153352137983,1.7349295629840118
344,9.433768196289577,107.21689814867521,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",15.439233333409229,1.174922142788709
345,5.114904480257392,58.13204027163332,"tap water production, conventional with biological treatment","Heat, borehole heat pump {CH}",8.371013799115198,0.2621532865658636
346,8.000737272266237,90.93017926519205,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",13.093945814187654,0.4371042600276272
347,6.97530480257017,79.27590852479057,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",11.41573082756984,0.8624455969404509
348,9.354850920556764,106.31998555358476,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.310077919716203,0.5110835476966606
349,10.493055832949024,119.25594047902807,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",17.17285542898004,1.2596465198578142
350,11.484195036433015,130.5204605329444,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",18.794946316743992,0.6274159996246357
351,13.417015695340934,152.48740220608119,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",21.95818591767569,0.7330117860038018
352,10.54263480325136,119.81941663178245,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",17.25399599497667,1.3118949875926946
353,13.402490128840565,152.32231587455203,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",21.93441348593549,2.3341902993554444
354,19.2388423269169,218.65377178493412,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",31.48614313703051,2.3960883266567667
355,7.699875474344692,87.51081723790915,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",12.601557682258917,0.4206672781501023
356,19.25366589081525,218.82224492394076,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",31.510403269047465,2.3805754504631356
357,7.140142056261619,81.14932100137597,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",11.685502224198139,0.857143546708131
358,10.732264445004454,121.97460017697574,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",17.564342425484504,1.3169999299940691
359,12.963171172602571,147.32935709014205,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",21.215427420980454,2.257678096315874
360,9.69446814700907,110.17981174609116,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",15.865892891437126,1.206351581628907
361,9.00091126539267,102.29738173622242,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",14.730822970016026,0.5940474736352578
362,7.019213217063101,79.774937534896,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",11.487591005025022,0.8742030609705114
363,7.877119374901384,89.5252340476136,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",12.891633702856357,0.966633436816674
364,6.834965500531993,77.68092078078372,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",11.186052592432855,0.8387464855939615
365,7.055108538932249,80.18289594438627,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",11.546337015991623,0.8469356362690317
366,4.43952015429112,50.4561454455533,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",7.265684944159674,0.8290239070672796
367,7.612388031620795,86.51650276667745,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",12.458376398401551,1.4215166163817436
368,24.9516684223379,283.58132574526525,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",40.835710907318195,4.299938729030481
369,10.736246295729206,122.01985480637897,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",17.57085909211857,1.8686838270460344
370,13.662919932236777,155.28215918685572,"tap water production, underground water with disinfection","Heat, borehole heat pump {CH}",22.360630922907223,0.6767215657038722
371,7.551135050581821,85.82034885524878,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",12.358130235155823,0.9404508982535728
372,7.127078345186189,81.00084898566871,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",11.664122253936293,0.3596211447215544
373,14.342309794920372,163.00357783897388,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",23.472515208812236,0.7835633763061837
374,9.404877510993906,106.88854900988572,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",15.391951057423542,1.1628445535644911
375,9.234722393533021,104.95469781504133,"tap water production, underground water with chemical treatment","Heat, borehole heat pump {CH}",15.11347648536595,0.47429555011675395
376,5.054559340819028,57.44620418425995,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",8.272253402533432,0.8710557987502336
377,6.68137773401194,75.93536125703585,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",10.934692021013161,1.151406567107146
378,10.054386917175933,114.27036955076085,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",16.45493321530956,1.2069861907868233
379,7.440220053336642,84.55977495568294,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",12.176607593618343,0.893166628136377
380,6.485056571294778,73.7041270704937,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",10.613394298151091,0.7958077341616656
381,6.118360454513104,69.53654319664369,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",10.01326222031669,0.762006976003248
382,9.380433906017881,106.61074193952209,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",15.351946839291179,1.751676689481108
383,10.095509386815179,114.73773567076654,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",16.522233936590382,1.7582434197841406
384,11.125078257659414,126.43901754090722,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",18.20721852589064,1.3355181115497832
385,5.453094824237306,61.97564962379244,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",8.924493545826111,0.6691715004389807
386,6.927642876451241,78.73422001051556,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",11.33772768151424,0.004058646741004751
387,9.919929113363539,112.74222635742713,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",16.234880595469505,1.2354707183465994
388,14.686841586346834,166.9192591681887,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",24.03637332021917,0.008604470929456284
389,6.536928133407074,74.29365904500142,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",10.698286902480204,0.35713197888790715
390,8.745865987670603,99.39873476972363,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",14.313417806840201,0.005123875627132065
391,5.228866687849137,59.42724640241021,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",8.55752348194707,1.235863085787161
392,10.767853952961758,122.3790829425498,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",17.62258794372717,1.3399206072910872
393,8.860360920834488,100.69999544649114,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",14.500799344294723,0.6215124310896519
394,7.2472723184014844,82.36688053490451,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",11.86083079702625,0.9026065241945016
395,9.173842235205715,104.26278111761587,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.013840480936684,0.5011945006280605
396,5.672910491898611,64.47390414528839,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",9.284242196921527,0.6961459772984555
397,9.767301548327834,111.00757973959422,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",15.985091482501566,1.692276254052529
398,9.452364001602533,107.42824366011315,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",15.469667087056292,1.7651087197016877
399,7.184349721809985,81.65175106705789,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",11.757852153656335,0.004209041676178226
400,6.671478034104728,75.82284894015791,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",10.918490247382739,1.1558959043791708
401,12.05613990344687,137.02074263415196,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",19.73098693931788,0.658663062159646
402,11.119588539657977,126.37662566063435,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",18.198234095131344,1.3836894421090635
403,15.747267461228386,178.9712378320394,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",25.77185824781367,2.940601853946428
404,13.950503162713257,158.5506073074478,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",22.83128745227248,1.724878033050635
405,7.151671060743833,81.28035073134234,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",11.704370505313296,1.335483583537092
406,6.931686179960364,78.78017306464002,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",11.344344921308164,0.8506154745374305
407,11.146091450720132,126.67783720801071,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",18.24160855795354,0.608944387244861
408,16.171331748489784,183.7908238712298,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",26.46587863745709,0.8834883282678657
409,11.745870193384528,133.49445756860868,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",19.223201889879647,1.452291235615386
410,7.266468630313751,82.58505093895761,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",11.892247335209895,0.9049973156000475
411,11.245328116763199,127.80568424584003,"tap water production, underground water without treatment","Heat, district or industrial, other than natural gas {CH}",18.40401853140096,0.006588216963055988
412,8.216117141484268,93.37801993932555,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",13.446434871262879,1.4309266968793979
413,7.663211835130202,87.09412672891766,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",12.541554248964141,0.41866423363765193
414,12.808206930946744,145.56815361676922,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",20.961814120814765,1.5938162315531383
415,16.758825147407954,190.46781853594956,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",27.427365869176736,2.8880602324723195
416,8.290879103114332,94.22770645469258,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",13.56878972947573,1.4430585201968296
417,11.148225717754613,126.70209363306768,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",18.245101483161744,1.338296865233806
418,10.160264658114867,115.47369389902354,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",16.62821192145939,0.555085714470936
419,6.572499512447359,74.69793577135454,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",10.756502751075052,0.8178628328922058
420,13.558927461695454,154.10026136084772,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",22.19043763596207,1.687233723456436
421,8.332417611784425,94.69980095189266,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.636771337072542,1.5559729799088464
422,9.455603828983813,107.46506502726257,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",15.474969363925808,0.6632659070753593
423,11.597115155727694,131.8038230957553,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",18.97975052578876,2.0197644942678554
424,9.394107601680036,106.76614656730399,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",15.374325105691774,1.6350795670338507
425,10.22001349609629,116.15275288617096,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",16.725996415608616,1.271748925090671
426,9.210871818924158,104.68363066823231,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.074442816225451,0.5032175377857093
427,7.497326200712046,85.20879916948758,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",12.27006708040621,1.3057413898889694
428,10.973267771943961,124.71365721339181,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",17.95876663872842,1.9111146465524118
429,13.186383933171198,149.86622033687564,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",21.580735728510092,0.6653641583704318
430,8.348310911961596,94.88043188439873,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",13.662782191353417,1.453054741352223
431,12.081083014572732,137.30422670429738,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",19.771808645418822,2.2559885515249922
432,6.5248346996395865,74.15621444921132,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",10.67849488068643,1.2184298680196193
433,10.361125748475315,117.75652538471537,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",16.95693965539901,0.566059357934356
434,12.704495087812992,144.38944518438942,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",20.792080106552074,1.5809106297087865
435,10.730438515913772,121.9538480820261,"tap water production, underground water with chemical treatment","Heat, central or small-scale, other than natural gas {CH}",17.561354123811757,1.868823274697143
436,14.050791117515516,159.6904024785653,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",22.9954179569134,2.4455927514393876
437,4.26862351905136,48.5138667343105,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",6.985996809740711,0.5311751666515782
438,10.769267948658326,122.39515332179033,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",17.624902078337808,1.8658762947851781
